Day,Hour,Weekend,Weather,Temperature,Humidity,Cloudiness,Event,Holiday,Festival,Season,Offer,Footfall,CrowdDensity,Ratings,Cuisine,Traffic,Parking,ParkingDistance_m,NearbyAttractions,AirQuality_AQI,User_Max_Crowd,User_Noise_Tolerance,User_Preferred_Temp,User_Preferred_Humidity,User_Accessibility,User_Seating,Comfort
Friday,21,0,Hot,21.9,87.9,Partly Cloudy,0,0,0,Summer,1,41,High,5.0,Italian,Medium,Available,122.4,Cinema,171,24,Medium,25.9,45.8,Yes,Indoor,Overloaded
Wednesday,17,0,Normal,32.9,47.5,Sunny,1,0,1,Monsoon,0,43,High,3.5,SouthIndian,Low,Available,162.3,None,193,23,Medium,22.8,56.3,Yes,Booth,Noisy
Wednesday,17,0,Normal,26.6,61.3,Partly Cloudy,0,0,0,Summer,1,36,Medium,4.8,Chinese,High,Available,59.0,School,65,40,Low,23.9,67.9,Yes,Indoor,Noisy
Tuesday,18,0,Normal,20.0,72.1,Sunny,0,1,0,Summer,1,37,Medium,4.8,Cafe,Low,Available,166.6,None,83,56,Medium,25.9,67.2,Yes,Window,Moderate
Saturday,15,1,Rainy,34.4,32.7,Cloudy,0,1,0,Summer,0,46,High,4.3,FastFood,Low,Available,115.5,Office,172,36,High,24.5,32.7,Yes,Booth,Noisy
Saturday,21,1,Cloudy,23.0,39.8,Partly Cloudy,0,1,0,Winter,0,51,High,3.6,Cafe,High,Available,170.5,Cinema,51,10,Low,28.9,58.7,No,Indoor,Overloaded
Wednesday,10,0,Cloudy,30.3,38.4,Sunny,0,1,0,Monsoon,0,29,Medium,3.9,Bakery,Low,Limited,51.6,Cinema,119,31,High,29.6,48.9,Yes,Booth,Moderate
Tuesday,15,0,Hot,22.0,73.0,Sunny,1,0,0,Monsoon,0,32,Medium,3.7,Chinese,High,Available,191.7,None,142,21,High,28.2,66.9,Yes,Booth,Noisy
Wednesday,16,0,Cloudy,29.7,73.3,Cloudy,0,0,0,Summer,0,32,Medium,4.3,Italian,Medium,Full,98.2,None,83,25,High,27.2,55.6,Yes,Indoor,Noisy
Thursday,15,0,Rainy,22.4,36.4,Cloudy,0,0,0,Monsoon,0,39,Medium,3.7,Bakery,Low,Full,39.1,None,110,12,Low,24.6,55.3,No,Booth,Noisy
Tuesday,13,0,Hot,34.0,66.7,Overcast,0,0,0,Summer,1,22,Medium,3.6,FastFood,High,Limited,28.7,None,181,26,Medium,22.1,48.5,Yes,Booth,Noisy
Saturday,13,1,Rainy,24.1,41.3,Sunny,1,0,0,Summer,0,43,High,3.8,Italian,High,Available,113.0,School,184,30,Low,27.3,36.3,Yes,Outdoor,Overloaded
Saturday,16,1,Normal,29.8,85.8,Overcast,0,0,0,Monsoon,0,34,Medium,4.4,Italian,Low,Available,79.0,Park,192,45,Medium,23.8,60.9,Yes,Outdoor,Noisy
Wednesday,20,0,Normal,23.8,53.6,Partly Cloudy,0,0,1,Winter,0,38,Medium,4.7,Chinese,Medium,Available,151.1,School,139,42,High,25.1,51.4,No,Indoor,Comfortable
Thursday,16,0,Normal,25.6,57.4,Sunny,1,0,1,Summer,1,37,Medium,4.5,SouthIndian,Low,Available,89.7,Office,152,16,Low,25.2,51.8,No,Indoor,Moderate
Wednesday,14,0,Hot,33.6,76.9,Sunny,0,1,0,Winter,1,32,Medium,3.6,SouthIndian,Low,Available,72.9,Mall,91,35,Low,22.5,39.9,Yes,Booth,Noisy
Sunday,15,1,Normal,22.5,73.0,Partly Cloudy,0,0,0,Monsoon,0,36,Medium,4.1,Cafe,Medium,Available,25.4,Office,85,31,High,28.3,43.9,Yes,Outdoor,Moderate
Monday,22,0,Rainy,25.9,36.5,Cloudy,0,0,1,Summer,0,49,High,3.9,SouthIndian,Low,Limited,40.9,Park,134,59,Low,27.3,42.8,Yes,Indoor,Overloaded
Monday,13,0,Normal,24.6,54.9,Sunny,0,0,0,Monsoon,0,30,Medium,3.5,Bakery,Medium,Full,101.4,None,192,54,Low,23.8,57.0,No,Booth,Noisy
Thursday,21,0,Hot,30.5,85.6,Cloudy,1,0,0,Winter,1,49,High,4.4,Cafe,Low,Available,186.4,Office,159,11,Medium,28.6,52.2,Yes,Outdoor,Overloaded
Friday,11,0,Rainy,23.5,80.2,Sunny,0,1,0,Monsoon,0,34,Medium,4.0,Cafe,High,Available,22.6,School,156,20,Medium,25.8,36.8,No,Outdoor,Overloaded
Friday,19,0,Rainy,29.8,65.3,Overcast,0,1,0,Summer,0,51,High,5.0,SouthIndian,Medium,Available,69.7,None,64,33,Low,24.9,53.4,No,Indoor,Overloaded
Monday,11,0,Normal,30.6,76.3,Cloudy,0,0,0,Winter,0,25,Medium,4.8,SouthIndian,Medium,Limited,179.0,None,133,27,Low,22.5,42.2,Yes,Outdoor,Noisy
Monday,17,0,Normal,20.0,57.0,Overcast,0,0,0,Summer,0,32,Medium,4.1,Bakery,Low,Available,92.8,Cinema,199,58,Medium,27.8,57.3,Yes,Booth,Moderate
Friday,14,0,Overcast,27.2,69.5,Sunny,0,0,0,Monsoon,1,35,Medium,4.9,Cafe,Low,Available,164.9,Park,179,29,High,28.3,43.9,No,Indoor,Moderate
Tuesday,11,0,Hot,22.0,87.4,Overcast,0,0,0,Monsoon,1,20,Medium,3.9,Italian,High,Available,39.3,Office,156,41,High,22.4,58.5,Yes,Outdoor,Overloaded
Friday,21,0,Rainy,23.4,38.1,Sunny,0,0,0,Winter,1,43,High,3.5,Chinese,Medium,Available,99.9,Mall,165,19,High,24.5,42.5,No,Booth,Overloaded
Wednesday,20,0,Hot,30.2,59.9,Sunny,0,0,0,Summer,0,42,High,4.1,Bakery,Low,Available,15.8,School,187,26,Medium,26.5,46.2,Yes,Window,Noisy
Tuesday,14,0,Hot,20.1,61.8,Overcast,0,0,0,Winter,1,31,Medium,3.9,Bakery,Low,Limited,188.1,School,163,17,Low,28.4,69.1,No,Outdoor,Moderate
Wednesday,8,0,Normal,30.4,32.9,Sunny,0,1,0,Summer,0,24,Medium,3.7,SouthIndian,Low,Limited,32.5,Mall,121,49,High,29.5,43.1,Yes,Outdoor,Moderate
Monday,13,0,Overcast,32.3,86.1,Partly Cloudy,1,0,0,Summer,1,37,Medium,4.4,Bakery,Medium,Available,54.8,Park,126,16,Low,27.3,44.7,No,Booth,Noisy
Tuesday,19,0,Rainy,34.8,80.3,Sunny,0,0,0,Winter,1,45,High,3.7,Chinese,Medium,Available,177.0,Mall,92,37,Low,24.9,33.4,No,Indoor,Overloaded
Wednesday,15,0,Normal,26.3,59.0,Sunny,0,1,0,Monsoon,1,37,Medium,3.8,Bakery,Medium,Limited,103.5,Park,85,30,Medium,25.4,32.7,No,Booth,Moderate
Wednesday,19,0,Rainy,22.0,60.5,Partly Cloudy,0,0,0,Winter,0,46,High,4.0,Cafe,Medium,Limited,192.1,School,176,51,Medium,27.8,43.4,No,Indoor,Overloaded
Tuesday,22,0,Normal,21.1,85.3,Cloudy,0,1,0,Winter,0,50,High,4.6,Italian,Low,Full,121.8,None,136,12,Low,22.6,32.1,Yes,Booth,Overloaded
Thursday,20,0,Cloudy,25.7,40.6,Partly Cloudy,1,0,0,Winter,1,41,High,4.6,Bakery,High,Available,87.0,Park,180,22,High,26.5,64.1,Yes,Window,Overloaded
Sunday,14,1,Hot,31.0,64.7,Partly Cloudy,0,0,0,Summer,0,30,Medium,4.7,FastFood,Medium,Available,171.4,Office,136,54,Medium,29.3,31.9,Yes,Window,Moderate
Friday,14,0,Rainy,21.5,73.8,Partly Cloudy,1,0,0,Winter,0,42,High,4.6,Bakery,High,Limited,64.4,School,121,28,Medium,24.7,42.3,Yes,Outdoor,Overloaded
Saturday,18,1,Normal,24.7,37.7,Partly Cloudy,1,0,0,Winter,0,43,High,4.9,Bakery,Low,Limited,126.0,School,188,27,Medium,25.4,33.7,No,Booth,Noisy
Wednesday,20,0,Overcast,33.2,53.2,Cloudy,0,1,0,Monsoon,0,52,High,4.1,SouthIndian,High,Available,41.3,School,136,11,High,22.1,47.9,No,Window,Overloaded
Friday,21,0,Normal,22.1,66.0,Sunny,0,0,0,Winter,0,43,High,4.4,Cafe,High,Available,40.2,Mall,200,60,Low,29.5,42.3,Yes,Outdoor,Overloaded
Sunday,18,1,Cloudy,31.6,83.0,Overcast,1,1,0,Monsoon,1,55,High,4.5,SouthIndian,Low,Limited,72.2,Office,158,46,Medium,22.7,48.9,No,Indoor,Overloaded
Saturday,10,1,Normal,31.3,60.2,Cloudy,0,0,0,Monsoon,1,30,Medium,3.7,Bakery,High,Available,81.6,Park,143,36,Low,27.8,60.6,Yes,Outdoor,Noisy
Friday,15,0,Normal,22.0,53.1,Cloudy,0,0,0,Monsoon,0,34,Medium,4.6,Bakery,High,Available,25.7,Office,131,35,Medium,26.7,55.5,Yes,Outdoor,Noisy
Monday,8,0,Normal,34.9,88.8,Sunny,1,1,0,Summer,0,33,Medium,4.5,Chinese,High,Limited,25.6,None,123,14,High,23.7,44.3,Yes,Indoor,Overloaded
Saturday,10,1,Normal,22.1,85.0,Partly Cloudy,0,0,0,Summer,0,27,Medium,4.9,Cafe,Low,Available,161.3,None,95,40,Low,24.6,35.6,No,Outdoor,Noisy
Sunday,16,1,Normal,28.0,75.7,Partly Cloudy,0,0,0,Summer,0,41,High,4.9,Italian,Low,Limited,11.6,School,178,58,Medium,26.4,47.5,Yes,Window,Overloaded
Friday,17,0,Hot,20.1,46.4,Cloudy,0,0,0,Monsoon,0,29,Medium,5.0,Cafe,High,Available,112.7,School,82,57,Medium,24.9,51.2,No,Window,Noisy
Wednesday,13,0,Normal,29.8,87.8,Overcast,0,0,0,Monsoon,0,26,Medium,4.3,Bakery,Low,Available,103.6,Cinema,127,40,High,23.5,59.7,Yes,Indoor,Noisy
Saturday,21,1,Cloudy,26.6,88.2,Partly Cloudy,0,0,0,Summer,0,48,High,5.0,Chinese,Low,Available,27.5,None,80,57,Medium,25.8,59.3,No,Indoor,Overloaded
Monday,9,0,Cloudy,30.8,57.2,Cloudy,0,0,1,Monsoon,0,29,Medium,4.4,Cafe,Medium,Available,194.3,Office,71,14,Low,22.0,34.5,Yes,Window,Moderate
Tuesday,21,0,Hot,29.4,38.0,Overcast,0,0,0,Monsoon,0,40,High,4.6,Italian,Low,Full,163.5,School,159,59,High,23.1,61.6,No,Window,Overloaded
Wednesday,21,0,Normal,22.3,54.8,Overcast,0,0,0,Summer,0,34,Medium,4.3,Chinese,High,Limited,133.1,Office,135,43,Medium,24.0,48.4,Yes,Booth,Noisy
Monday,15,0,Rainy,26.2,72.0,Overcast,0,0,0,Summer,0,39,Medium,3.7,SouthIndian,Medium,Available,198.4,None,56,18,Medium,25.5,44.3,Yes,Booth,Moderate
Monday,9,0,Rainy,30.3,74.9,Overcast,0,1,0,Monsoon,0,35,Medium,4.8,FastFood,High,Limited,10.4,Mall,84,54,Low,23.3,42.0,No,Indoor,Noisy
Saturday,16,1,Normal,32.9,47.9,Cloudy,1,1,0,Summer,0,47,High,4.7,FastFood,Low,Limited,43.7,None,51,26,High,22.1,62.2,Yes,Booth,Noisy
Friday,22,0,Normal,21.3,72.1,Cloudy,0,0,0,Winter,0,41,High,4.4,Cafe,Low,Full,35.4,Mall,60,48,High,27.0,52.8,No,Outdoor,Overloaded
Tuesday,15,0,Rainy,21.5,81.6,Overcast,0,0,0,Monsoon,0,30,Medium,4.5,Italian,Low,Available,196.9,Park,60,44,Low,27.2,38.0,Yes,Indoor,Noisy
Wednesday,8,0,Rainy,31.3,72.7,Partly Cloudy,1,0,0,Winter,0,29,Medium,4.3,Cafe,Medium,Available,79.7,Park,89,46,High,22.8,41.6,No,Window,Moderate
Wednesday,19,0,Normal,28.8,86.1,Partly Cloudy,0,0,0,Monsoon,0,40,High,4.0,FastFood,Medium,Limited,140.3,School,128,58,Medium,27.8,66.1,Yes,Booth,Overloaded
Friday,10,0,Cloudy,25.8,68.0,Cloudy,0,0,0,Summer,0,28,Medium,3.8,Chinese,Medium,Limited,167.1,Park,145,44,Medium,22.7,38.1,Yes,Outdoor,Moderate
Tuesday,14,0,Normal,34.4,42.1,Overcast,0,0,0,Winter,0,27,Medium,4.4,FastFood,High,Available,77.9,School,108,50,High,24.5,43.3,No,Indoor,Noisy
Saturday,21,1,Rainy,24.7,67.5,Overcast,0,1,0,Summer,0,51,High,4.9,Chinese,Low,Limited,118.7,School,200,12,High,29.5,49.5,Yes,Window,Overloaded
Wednesday,18,0,Hot,22.1,47.4,Cloudy,0,0,1,Monsoon,0,41,High,4.0,SouthIndian,Medium,Available,17.7,Cinema,109,44,Low,26.6,51.4,Yes,Window,Noisy
Tuesday,10,0,Rainy,24.2,50.7,Cloudy,0,0,0,Summer,1,29,Medium,4.7,SouthIndian,Medium,Limited,179.6,Cinema,68,44,High,28.0,38.9,Yes,Outdoor,Moderate
Saturday,9,1,Hot,21.3,70.3,Cloudy,0,1,1,Winter,0,35,Medium,5.0,Bakery,Low,Available,72.7,Cinema,110,56,Medium,25.4,35.0,No,Window,Moderate
Saturday,15,1,Rainy,28.3,88.9,Sunny,0,0,0,Winter,0,38,Medium,3.8,Bakery,Low,Limited,17.4,Cinema,83,10,Low,29.6,38.7,No,Outdoor,Noisy
Sunday,20,1,Hot,29.0,69.0,Sunny,1,0,0,Summer,1,45,High,4.0,SouthIndian,Medium,Available,120.7,Mall,79,35,Medium,25.2,33.3,No,Window,Noisy
Wednesday,12,0,Normal,29.1,87.5,Overcast,0,0,0,Monsoon,0,23,Medium,5.0,Chinese,Low,Available,197.8,Office,133,39,Low,26.3,61.5,No,Outdoor,Noisy
Friday,13,0,Normal,31.7,60.2,Sunny,1,0,0,Monsoon,0,30,Medium,4.5,Italian,High,Available,126.7,None,131,45,Medium,27.2,57.5,Yes,Indoor,Noisy
Thursday,17,0,Rainy,30.4,71.7,Partly Cloudy,0,1,0,Summer,1,47,High,4.2,FastFood,Low,Available,166.1,Mall,67,19,High,25.2,39.6,Yes,Outdoor,Noisy
Wednesday,19,0,Rainy,32.7,49.3,Overcast,0,0,1,Monsoon,0,45,High,4.9,Chinese,High,Limited,46.5,School,103,16,Medium,26.5,55.8,No,Indoor,Overloaded
Sunday,14,1,Rainy,29.9,36.9,Sunny,0,0,0,Summer,0,40,High,4.1,Italian,Low,Limited,42.3,Office,51,27,Medium,26.2,66.7,No,Booth,Noisy
Monday,18,0,Hot,24.5,51.1,Overcast,0,1,0,Winter,0,36,Medium,3.6,Italian,Medium,Available,84.3,Cinema,132,15,Low,23.7,69.2,Yes,Indoor,Moderate
Monday,9,0,Normal,27.8,58.8,Partly Cloudy,0,0,0,Winter,0,18,Low,4.3,SouthIndian,High,Available,198.8,None,137,38,High,23.3,47.1,Yes,Booth,Moderate
Saturday,21,1,Rainy,27.6,64.2,Partly Cloudy,0,0,0,Summer,0,45,High,3.6,Cafe,Low,Full,30.4,Cinema,173,27,Low,25.9,31.5,No,Booth,Overloaded
Thursday,13,0,Normal,31.2,70.0,Overcast,1,0,0,Monsoon,1,29,Medium,4.0,Cafe,Low,Available,122.7,Cinema,58,36,Medium,25.9,49.0,No,Indoor,Moderate
Sunday,21,1,Rainy,24.4,55.0,Sunny,0,0,0,Winter,0,52,High,4.2,Bakery,Medium,Limited,126.9,Office,183,43,Medium,22.6,51.4,Yes,Booth,Overloaded
Wednesday,18,0,Normal,20.8,74.9,Overcast,0,0,0,Summer,1,39,Medium,3.8,Bakery,Medium,Available,110.0,School,102,16,Low,26.8,37.0,Yes,Booth,Moderate
Monday,21,0,Overcast,33.5,80.5,Partly Cloudy,0,0,0,Summer,0,47,High,4.7,Cafe,Low,Available,168.0,School,158,60,Medium,28.2,66.5,Yes,Window,Overloaded
Monday,16,0,Normal,34.3,47.2,Sunny,0,1,0,Monsoon,1,42,High,3.8,FastFood,Low,Limited,64.0,None,192,24,Medium,23.1,32.7,No,Outdoor,Noisy
Wednesday,14,0,Hot,27.4,80.8,Sunny,1,0,0,Summer,0,30,Medium,4.7,Italian,Low,Available,22.3,Office,96,30,Medium,27.2,61.8,Yes,Indoor,Noisy
Sunday,13,1,Rainy,21.7,78.5,Cloudy,0,0,0,Monsoon,0,42,High,5.0,Chinese,Low,Available,125.2,Park,75,49,High,27.4,49.2,No,Window,Overloaded
Tuesday,18,0,Normal,27.5,61.4,Overcast,0,0,0,Winter,0,31,Medium,4.9,Chinese,Medium,Available,59.4,Cinema,122,21,Low,22.2,49.0,No,Indoor,Moderate
Saturday,19,1,Normal,28.9,31.5,Partly Cloudy,0,0,0,Monsoon,0,41,High,3.9,Cafe,Low,Limited,132.3,None,127,35,Medium,29.7,30.4,No,Indoor,Noisy
Wednesday,22,0,Normal,27.9,38.7,Partly Cloudy,0,0,0,Monsoon,0,45,High,4.9,SouthIndian,Medium,Available,143.0,Mall,122,50,Medium,27.6,63.1,Yes,Booth,Noisy
Tuesday,20,0,Normal,34.7,70.2,Overcast,0,1,0,Monsoon,1,42,High,4.5,Italian,Low,Available,28.3,None,183,34,Medium,29.7,47.4,Yes,Window,Noisy
Saturday,15,1,Normal,34.8,42.0,Overcast,0,0,0,Monsoon,0,38,Medium,4.5,Chinese,Low,Available,125.2,None,184,26,High,26.3,42.6,Yes,Outdoor,Moderate
Thursday,21,0,Normal,34.0,75.0,Partly Cloudy,0,0,1,Monsoon,1,44,High,4.4,Cafe,Medium,Full,140.9,School,148,44,Medium,25.8,32.5,No,Indoor,Overloaded
Friday,16,0,Rainy,22.0,39.7,Partly Cloudy,0,0,0,Summer,0,35,Medium,4.7,Bakery,Low,Available,16.1,Mall,148,37,Medium,26.4,37.3,No,Window,Moderate
Saturday,8,1,Normal,32.9,47.2,Overcast,0,0,0,Winter,0,24,Medium,4.0,Chinese,Low,Limited,171.9,School,200,49,Low,24.8,47.8,Yes,Indoor,Moderate
Thursday,17,0,Hot,28.5,45.0,Overcast,0,0,0,Monsoon,1,28,Medium,3.7,Chinese,High,Available,136.4,None,175,52,Medium,28.7,42.2,Yes,Outdoor,Comfortable
Friday,9,0,Hot,25.5,80.4,Sunny,0,0,0,Monsoon,0,16,Low,4.1,Bakery,High,Available,142.0,None,86,44,Medium,29.5,43.1,Yes,Booth,Noisy
Monday,11,0,Cloudy,30.2,71.4,Cloudy,0,1,0,Winter,0,25,Medium,4.3,SouthIndian,Low,Available,164.0,Mall,177,49,Low,29.5,56.4,No,Indoor,Moderate
Monday,18,0,Overcast,31.4,47.7,Partly Cloudy,0,0,0,Summer,1,37,Medium,3.7,SouthIndian,Low,Limited,78.2,School,106,25,Low,27.5,67.1,Yes,Indoor,Noisy
Monday,18,0,Normal,34.3,75.2,Sunny,0,0,0,Monsoon,1,40,High,4.2,Cafe,High,Available,106.7,Office,158,54,High,29.2,59.2,Yes,Booth,Overloaded
Saturday,22,1,Normal,31.6,31.9,Overcast,0,1,0,Monsoon,0,53,High,4.8,FastFood,Low,Limited,65.8,Office,164,47,Low,27.6,49.3,Yes,Indoor,Noisy
Tuesday,12,0,Rainy,20.3,78.8,Cloudy,0,0,0,Winter,0,32,Medium,3.8,Chinese,High,Limited,144.1,Office,162,35,High,24.5,62.2,No,Outdoor,Overloaded
Friday,11,0,Normal,21.0,36.1,Partly Cloudy,0,1,0,Monsoon,0,26,Medium,3.8,Bakery,Low,Available,86.2,Office,124,54,Low,22.9,50.5,Yes,Booth,Moderate
Monday,19,0,Normal,23.9,82.1,Cloudy,0,0,0,Monsoon,1,33,Medium,4.2,Chinese,Low,Available,163.3,School,155,49,High,22.7,34.1,No,Window,Noisy
Sunday,9,1,Normal,20.6,74.4,Sunny,1,0,0,Winter,1,29,Medium,3.8,Chinese,Medium,Limited,54.7,Office,88,45,Low,28.2,52.6,No,Indoor,Moderate
Wednesday,14,0,Normal,20.9,81.9,Overcast,0,0,0,Summer,0,33,Medium,4.1,Chinese,High,Available,197.1,Cinema,51,38,High,24.6,34.3,No,Booth,Overloaded
Friday,9,0,Normal,31.8,74.5,Sunny,0,1,0,Monsoon,1,29,Medium,4.6,Cafe,Medium,Available,68.8,School,83,29,Medium,23.5,47.0,No,Indoor,Moderate
Friday,20,0,Normal,27.6,63.7,Cloudy,0,0,1,Winter,0,42,High,4.6,SouthIndian,Medium,Available,72.1,Cinema,143,42,Medium,29.6,49.1,No,Outdoor,Noisy
Tuesday,18,0,Normal,29.4,44.3,Sunny,0,0,0,Summer,0,37,Medium,4.2,Cafe,Medium,Available,55.7,School,181,34,Low,27.4,41.7,No,Indoor,Moderate
Thursday,19,0,Rainy,27.5,77.1,Sunny,0,0,0,Summer,0,40,High,3.7,FastFood,Low,Limited,38.3,None,92,46,Low,28.3,64.8,No,Indoor,Overloaded
Tuesday,21,0,Normal,26.2,77.9,Overcast,0,0,0,Summer,0,36,Medium,4.8,Italian,Low,Available,39.5,Mall,144,29,Medium,27.1,49.9,Yes,Indoor,Noisy
Monday,9,0,Cloudy,30.5,47.3,Overcast,0,0,0,Summer,1,26,Medium,4.8,Bakery,High,Limited,25.1,Park,123,54,High,23.5,59.4,No,Booth,Noisy
Wednesday,15,0,Normal,21.2,69.9,Cloudy,0,0,0,Summer,1,27,Medium,3.5,Bakery,Medium,Available,121.7,None,103,15,High,23.0,47.7,No,Outdoor,Moderate
Wednesday,10,0,Normal,28.0,85.6,Cloudy,1,0,0,Summer,1,28,Medium,3.8,Italian,Medium,Available,32.4,Office,67,30,Medium,22.4,45.2,No,Booth,Noisy
Sunday,19,1,Rainy,29.2,53.3,Sunny,0,1,0,Summer,1,52,High,3.6,Italian,Low,Available,30.5,Office,184,31,High,23.0,36.5,Yes,Outdoor,Overloaded
Sunday,12,1,Normal,24.2,87.4,Partly Cloudy,0,0,1,Monsoon,1,38,Medium,4.3,Italian,High,Available,95.3,Mall,105,47,Low,22.6,62.4,No,Outdoor,Overloaded
Monday,22,0,Hot,24.6,88.5,Sunny,0,0,0,Winter,0,44,High,4.3,FastFood,Medium,Available,38.4,Mall,94,26,High,28.7,53.6,Yes,Booth,Overloaded
Wednesday,8,0,Normal,27.7,48.8,Cloudy,1,0,0,Winter,1,27,Medium,4.1,Chinese,Medium,Full,24.0,Mall,189,30,High,28.2,32.6,Yes,Outdoor,Noisy
Tuesday,8,0,Rainy,23.0,63.1,Sunny,0,1,0,Monsoon,1,26,Medium,4.1,Cafe,High,Available,156.4,None,77,52,Low,25.9,42.4,No,Window,Noisy
Saturday,13,1,Normal,32.1,30.8,Overcast,0,1,0,Summer,0,40,High,3.7,Bakery,Low,Limited,140.7,Cinema,84,13,Low,25.0,38.4,Yes,Window,Noisy
Tuesday,20,0,Normal,28.0,45.1,Sunny,0,0,0,Summer,0,41,High,4.5,Italian,Medium,Full,120.1,Park,98,17,Low,29.9,45.8,Yes,Window,Overloaded
Saturday,8,1,Normal,25.9,67.2,Overcast,0,1,0,Summer,1,33,Medium,3.9,SouthIndian,High,Available,146.5,Cinema,66,17,Low,26.5,53.5,No,Indoor,Noisy
Monday,12,0,Cloudy,29.5,76.9,Partly Cloudy,1,0,0,Summer,0,28,Medium,3.9,FastFood,Low,Available,92.7,Park,82,49,Low,25.6,53.0,Yes,Indoor,Noisy
Wednesday,13,0,Rainy,32.5,82.2,Overcast,0,0,0,Winter,0,29,Medium,4.0,SouthIndian,Medium,Limited,33.3,None,101,18,Medium,29.4,65.5,Yes,Booth,Noisy
Sunday,13,1,Overcast,30.2,79.8,Partly Cloudy,0,0,0,Monsoon,0,35,Medium,4.7,Bakery,Low,Available,132.4,Mall,86,56,High,25.8,55.2,No,Outdoor,Noisy
Friday,14,0,Normal,21.0,84.7,Partly Cloudy,0,0,0,Winter,0,31,Medium,4.0,Chinese,Low,Available,189.1,Cinema,51,48,Medium,27.7,47.2,No,Window,Noisy
Sunday,10,1,Normal,30.5,72.3,Sunny,0,0,1,Summer,0,36,Medium,4.4,Chinese,Medium,Available,114.9,Mall,128,53,Low,22.0,68.9,Yes,Outdoor,Moderate
Thursday,11,0,Normal,30.9,68.9,Cloudy,0,0,0,Winter,0,29,Medium,3.7,FastFood,Low,Limited,121.7,Cinema,73,21,High,25.4,43.7,No,Booth,Moderate
Friday,16,0,Normal,32.7,75.3,Cloudy,0,0,0,Summer,0,35,Medium,4.6,Bakery,Medium,Available,188.1,Office,65,13,High,26.5,54.4,Yes,Window,Noisy
Saturday,14,1,Cloudy,20.9,62.8,Sunny,0,0,0,Monsoon,1,39,Medium,3.6,Italian,High,Available,49.9,Office,146,53,Low,25.2,53.0,Yes,Indoor,Noisy
Tuesday,17,0,Rainy,21.3,66.2,Partly Cloudy,0,0,0,Summer,0,40,High,4.9,Chinese,Low,Limited,99.9,Cinema,52,59,Low,24.5,61.6,No,Indoor,Noisy
Tuesday,18,0,Normal,26.5,76.6,Cloudy,0,0,0,Summer,1,30,Medium,4.9,Cafe,Low,Limited,16.4,Mall,73,40,Medium,27.3,57.6,Yes,Booth,Noisy
Sunday,20,1,Rainy,26.8,87.9,Overcast,0,0,0,Summer,0,48,High,4.9,Italian,Medium,Available,39.7,None,183,33,Medium,25.5,34.5,Yes,Indoor,Overloaded
Tuesday,10,0,Hot,29.1,47.7,Cloudy,1,0,0,Monsoon,0,33,Medium,4.4,SouthIndian,Low,Available,46.4,None,112,25,High,25.2,51.3,Yes,Booth,Moderate
Sunday,10,1,Normal,24.6,40.6,Partly Cloudy,0,0,0,Summer,1,31,Medium,4.6,FastFood,Low,Full,22.6,Office,156,54,Medium,26.6,52.2,No,Indoor,Noisy
Sunday,10,1,Cloudy,31.1,71.0,Partly Cloudy,0,0,0,Monsoon,1,27,Medium,4.2,Chinese,Medium,Available,16.0,Park,117,34,High,26.7,49.2,Yes,Booth,Moderate
Tuesday,9,0,Hot,31.1,41.2,Overcast,0,0,0,Monsoon,0,17,Low,4.6,Bakery,Medium,Available,172.1,Office,175,54,Medium,29.4,53.1,No,Indoor,Calm
Thursday,17,0,Hot,21.8,40.4,Sunny,0,0,0,Winter,1,34,Medium,4.6,Bakery,Low,Limited,57.9,Office,90,12,Low,29.1,51.3,Yes,Outdoor,Moderate
Monday,21,0,Normal,30.6,60.8,Cloudy,1,1,0,Winter,0,52,High,4.6,Cafe,Medium,Available,45.4,Park,102,32,High,22.7,39.4,No,Booth,Noisy
Tuesday,14,0,Normal,30.5,52.6,Sunny,0,0,0,Monsoon,1,24,Medium,4.6,SouthIndian,Medium,Available,104.5,None,191,17,High,28.5,67.2,Yes,Booth,Moderate
Saturday,17,1,Rainy,22.5,55.7,Cloudy,1,0,0,Monsoon,0,49,High,4.4,FastFood,Medium,Limited,135.1,School,168,14,Low,25.1,58.4,Yes,Booth,Noisy
Wednesday,18,0,Normal,34.3,63.4,Overcast,0,0,0,Winter,0,31,Medium,4.7,Cafe,Medium,Available,85.5,Office,138,40,Low,24.8,36.5,Yes,Outdoor,Moderate
Sunday,11,1,Rainy,27.8,37.8,Sunny,0,0,0,Summer,0,32,Medium,4.3,SouthIndian,Low,Available,144.7,Mall,56,15,High,27.5,58.2,Yes,Indoor,Moderate
Thursday,15,0,Normal,31.7,65.0,Cloudy,0,0,0,Summer,0,29,Medium,3.7,Chinese,Medium,Available,71.5,Park,186,37,Low,22.3,51.6,No,Indoor,Moderate
Sunday,22,1,Rainy,30.8,45.3,Cloudy,0,0,1,Winter,0,60,Very High,3.5,FastFood,High,Available,35.3,Mall,92,53,Medium,28.9,46.4,No,Outdoor,Overloaded
Saturday,17,1,Hot,22.5,49.8,Partly Cloudy,0,0,0,Monsoon,0,43,High,4.4,Bakery,Low,Available,72.1,None,170,56,High,22.3,50.9,Yes,Indoor,Comfortable
Sunday,10,1,Normal,21.9,72.6,Partly Cloudy,1,0,0,Summer,1,33,Medium,4.5,Bakery,Medium,Limited,193.7,Mall,153,13,High,25.3,66.2,Yes,Outdoor,Moderate
